batsman,total_runs,total_balls,fours,sixes,strike_rate,wicket_taken,season,stadium,team,opposing_team
Azam Khan †,22,14,2,1,157.14,run out (Mir Hamza/Umaid Asif),2022,"Gaddafi Stadium, Lahore",Islamabad United,Karachi Kings
Azam Khan †,72,41,8,4,175.60,not out,2023,Rawalpindi Cricket Stadium,Islamabad United,Karachi Kings
Azam Khan †,35,25,2,2,140.00,c Yasir Khan b Umaid Asif,2023,Rawalpindi Cricket Stadium,Islamabad United,Quetta Gladiators
Azam Khan †,75,30,6,6,250.00,c Babar Azam b Naveen-ul-Haq,2024,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
Azam Khan †,85,45,6,7,188.88,c Cutting b Wahab Riaz,2022,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
Azam Khan †,3,9,0,0,33.33,c †Mohammad Rizwan b Usama Mir,2023,Rawalpindi Cricket Stadium,Islamabad United,Multan Sultans
Azam Khan †,10,15,1,0,66.66,st †Salt b Rashid Khan,2022,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
Azam Khan †,-,-,-,-,-,absent hurt,2023,Rawalpindi Cricket Stadium,Islamabad United,Lahore Qalandars
Azam Khan †,8,18,0,0,44.44,c Shan Masood b Shahnawaz Dahani,2022,"Gaddafi Stadium, Lahore",Islamabad United,Multan Sultans
Azam Khan †,29,14,4,1,207.14,not out,2024,Rawalpindi Cricket Stadium,Islamabad United,Peshawar Zalmi
Azam Khan †,28,22,1,2,127.27,lbw b Howell,2022,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
Azam Khan †,29,19,3,2,152.63,c Sikandar Raza b Ahsan Hafeez,2024,Rawalpindi Cricket Stadium,Islamabad United,Lahore Qalandars
Azam Khan †,40,28,3,2,142.85,run out (Haris Rauf),2022,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
Azam Khan †,2,3,0,0,66.66,b Salman Irshad,2023,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
Azam Khan †,9,8,1,0,112.50,c & b Zahid Mahmood,2024,Rawalpindi Cricket Stadium,Islamabad United,Karachi Kings
Azam Khan †,0,2,0,0,0.00,b Abbas Afridi,2024,Rawalpindi Cricket Stadium,Islamabad United,Multan Sultans
Azam Khan †,18,6,1,2,300.00,b Hosein,2024,"National Stadium, Karachi",Islamabad United,Quetta Gladiators
Azam Khan †,22,17,1,1,129.41,b Wood,2024,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi
Azam Khan †,30,22,4,1,136.36,c †Mohammad Rizwan b Usama Mir,2024,"National Stadium, Karachi",Islamabad United,Multan Sultans
Tom Curran,10,3,1,1,333.33,not out,2023,"National Stadium, Karachi",Islamabad United,Karachi Kings
Tom Curran,1,2,0,0,50.00,c †Mohammad Rizwan b Ihsanullah,2023,Multan Cricket Stadium,Islamabad United,Multan Sultans
Tom Curran,10,6,0,1,166.66,b Rashid Khan,2023,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
Sufiyan Muqeem,4,5,0,0,80.00,not out,2023,Multan Cricket Stadium,Peshawar Zalmi,Multan Sultans
Sufiyan Muqeem,6,7,0,0,85.71,not out,2023,Rawalpindi Cricket Stadium,Peshawar Zalmi,Islamabad United
Ashir Qureshi,0,1,0,0,0.00,lbw b Imran Tahir,2022,"National Stadium, Karachi",Quetta Gladiators,Multan Sultans
Odean Smith,1,2,0,0,50.00,not out,2023,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
Odean Smith,25,12,4,1,208.33,not out,2023,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
Odean Smith,9,11,0,1,81.81,c Rashid Khan b Shaheen Shah Afridi,2023,"National Stadium, Karachi",Quetta Gladiators,Lahore Qalandars
Odean Smith,0,2,0,0,0.00,c van der Dussen b Hasan Ali,2023,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
Odean Smith,11,9,0,1,122.22,c †Billings b Haris Rauf,2023,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
Odean Smith,4,4,1,0,100.00,not out,2023,Rawalpindi Cricket Stadium,Quetta Gladiators,Islamabad United
Mubasir Khan,9,9,0,0,100.00,c sub (Muhammad Amir Barki) b Anwar Ali,2022,"National Stadium, Karachi",Islamabad United,Multan Sultans
Mubasir Khan,5,7,1,0,71.42,c Iftikhar Ahmed b Umaid Asif,2023,Rawalpindi Cricket Stadium,Islamabad United,Quetta Gladiators
Mubasir Khan,21,19,2,1,110.52,c Cutting b Hussain Talat,2022,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
Mubasir Khan,5,5,1,0,100.00,c Miller b Ihsanullah,2023,Rawalpindi Cricket Stadium,Islamabad United,Multan Sultans
Mubasir Khan,6,5,0,0,120.00,b Shaheen Shah Afridi,2022,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
Mubasir Khan,3,6,0,0,50.00,b Rashid Khan,2023,Rawalpindi Cricket Stadium,Islamabad United,Lahore Qalandars
Marchant de Lange,0,2,0,0,0.00,not out,2022,"National Stadium, Karachi",Islamabad United,Multan Sultans
Marchant de Lange,7,6,0,0,116.66,not out,2022,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
Marchant de Lange,2,4,0,0,50.00,c Shaheen Shah Afridi b Haris Rauf,2022,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
Abrar Ahmed,0,1,0,0,0.00,b Ihsanullah,2023,Multan Cricket Stadium,Islamabad United,Multan Sultans
Abrar Ahmed,0,1,0,0,0.00,lbw b Sikandar Raza,2023,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
Abrar Ahmed,12,6,1,1,200.00,b Aftab Ibrahim,2024,Multan Cricket Stadium,Quetta Gladiators,Multan Sultans
Abrar Ahmed,1,3,0,0,33.33,not out,2024,Rawalpindi Cricket Stadium,Quetta Gladiators,Karachi Kings
Abrar Ahmed,0,2,0,0,0.00,c Babar Azam b Khurram Shahzad,2024,Rawalpindi Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Abrar Ahmed,0,2,0,0,0.00,c †Mohammad Rizwan b Willey,2024,"National Stadium, Karachi",Quetta Gladiators,Multan Sultans
Abrar Ahmed,5,8,1,0,62.50,b Hunain Shah,2024,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
Aarish Ali Khan,0,1,0,0,0.00,b Wiese,2022,"National Stadium, Karachi",Peshawar Zalmi,Lahore Qalandars
Shaheen Shah Afridi (c),0,1,0,0,0.00,c †Wade b Cutting,2023,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
Shaheen Shah Afridi (c),4,2,1,0,200.00,c †Azam Khan b Waqas Maqsood,2022,"National Stadium, Karachi",Lahore Qalandars,Islamabad United
Shaheen Shah Afridi (c),0,1,0,0,0.00,run out (Agha Salman/Mills),2024,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
Shaheen Shah Afridi (c),12,8,1,1,150.00,c †Sarfaraz Ahmed b Mohammad Wasim,2024,"Gaddafi Stadium, Lahore",Lahore Qalandars,Quetta Gladiators
Shaheen Shah Afridi (c),0,1,0,0,0.00,not out,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
Shaheen Shah Afridi (c),16,16,2,0,100.00,run out (Naveen-ul-Haq/†Sarfaraz Ahmed),2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Quetta Gladiators
Shaheen Shah Afridi (c),9,4,2,0,225.00,b Abbas Afridi,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Shaheen Shah Afridi (c),9,5,0,1,180.00,st †Usman Khan b Usama Mir,2024,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Shaheen Shah Afridi (c),52,36,3,5,144.44,c †Haseebullah Khan b Wahab Riaz,2023,Rawalpindi Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Shaheen Shah Afridi (c),0,3,0,0,0.00,run out (Imad Wasim/Jordan),2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Karachi Kings
Shaheen Shah Afridi (c),39,20,2,4,195.00,not out,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Peshawar Zalmi
Shaheen Shah Afridi (c),1,3,0,0,33.33,b Shahnawaz Dahani,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Shaheen Shah Afridi (c),0,2,0,0,0.00,c Usman Khan b Cottrell,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Shaheen Shah Afridi (c),30,14,0,4,214.28,b Shadab Khan,2024,Rawalpindi Cricket Stadium,Lahore Qalandars,Islamabad United
Shaheen Shah Afridi (c),0,0,0,0,-,not out,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
Shaheen Shah Afridi (c),12,4,1,1,300.00,not out,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Peshawar Zalmi
Shaheen Shah Afridi (c),44,15,2,5,293.33,not out,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Shaheen Shah Afridi (c),1,3,0,0,33.33,c Pollard b Zahid Mahmood,2024,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
Shaheen Shah Afridi (c),55,34,2,4,161.76,c Sohail Khan b Mohammad Amir,2024,"National Stadium, Karachi",Lahore Qalandars,Quetta Gladiators
Zaman Khan,0,2,0,0,0.00,c Imran Tahir b Akif Javed,2023,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
Zaman Khan,0,0,0,0,-,not out,2022,"National Stadium, Karachi",Lahore Qalandars,Islamabad United
Zaman Khan,0,6,0,0,0.00,run out (Mohammad Nawaz/Umaid Asif),2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Quetta Gladiators
Zaman Khan,1,3,0,0,33.33,c Tayyab Tahir b Usama Mir,2024,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Zaman Khan,4,3,1,0,133.33,c †Haseebullah Khan b Aamer Jamal,2023,Rawalpindi Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Zaman Khan,1,1,0,0,100.00,not out,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Karachi Kings
Zaman Khan,0,4,0,0,0.00,not out,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Zaman Khan,6,7,0,1,85.71,not out,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Karachi Kings
Zaman Khan,0,1,0,0,0.00,not out,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Dasun Shanaka,16,16,1,0,100.00,not out,2023,"National Stadium, Karachi",Peshawar Zalmi,Quetta Gladiators
Dasun Shanaka,11,10,1,0,110.00,c Curran b Faheem Ashraf,2023,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United
Sahibzada Farhan †,0,4,0,0,0.00,c Cutting b Mohammad Umar,2022,"National Stadium, Karachi",Karachi Kings,Peshawar Zalmi
Sahibzada Farhan †,25,18,4,0,138.88,run out (Waqas Maqsood/Shadab Khan),2022,"National Stadium, Karachi",Karachi Kings,Islamabad United
Sahibzada Farhan †,62,43,6,3,144.18,c Khawaja Nafay b Mohammad Hasnain,2024,"Gaddafi Stadium, Lahore",Lahore Qalandars,Quetta Gladiators
Sahibzada Farhan †,2,8,0,0,25.00,c Iftikhar Ahmed b Mohammad Ali,2024,Multan Cricket Stadium,Lahore Qalandars,Multan Sultans
Sahibzada Farhan †,31,21,6,0,147.61,c Aftab Ibrahim b Khushdil Shah,2024,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Sahibzada Farhan †,2,12,0,0,16.66,c Faheem Ashraf b Hunain Shah,2024,Rawalpindi Cricket Stadium,Lahore Qalandars,Islamabad United
Ian Cockbain,31,19,5,0,163.15,c Shoaib Malik b Usman Qadir,2022,"National Stadium, Karachi",Karachi Kings,Peshawar Zalmi
Ian Cockbain,2,5,0,0,40.00,b Hasan Ali,2022,"National Stadium, Karachi",Karachi Kings,Islamabad United
Ian Cockbain,14,13,0,1,107.69,c Amad Butt b Wahab Riaz,2022,"Gaddafi Stadium, Lahore",Karachi Kings,Peshawar Zalmi
Harry Brook,37,26,5,0,142.30,c Hasan Ali b Waqas Maqsood,2022,"National Stadium, Karachi",Lahore Qalandars,Islamabad United
Harry Brook,41,17,4,2,241.17,not out,2022,"National Stadium, Karachi",Lahore Qalandars,Quetta Gladiators
Harry Brook,26,21,1,1,123.80,c Gregory b Mir Hamza,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Karachi Kings
Harry Brook,102,49,10,5,208.16,not out,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
Harry Brook,2,5,0,0,40.00,lbw b Amad Butt,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Peshawar Zalmi
Harry Brook,13,12,1,0,108.33,lbw b Shahnawaz Dahani,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Harry Brook,2,2,0,0,100.00,run out (Mohammad Wasim/†Azam Khan),2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
Harry Brook,41,22,2,3,186.36,not out,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Saud Shakeel,74,47,6,4,157.44,c Babar Azam b Wood,2024,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi
Saud Shakeel,40,23,7,1,173.91,b Zaman Khan,2024,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
Saud Shakeel,2,6,0,0,33.33,lbw b Naseem Shah,2024,"Gaddafi Stadium, Lahore",Quetta Gladiators,Islamabad United
Saud Shakeel,24,13,4,1,184.61,c Usama Mir b Willey,2024,Multan Cricket Stadium,Quetta Gladiators,Multan Sultans
Saud Shakeel,24,20,4,0,120.00,c Irfan Khan b Hasan Ali,2024,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
Saud Shakeel,33,28,2,2,117.85,c Shoaib Malik b Hasan Ali,2024,Rawalpindi Cricket Stadium,Quetta Gladiators,Karachi Kings
Saud Shakeel,24,12,2,2,200.00,c Khurram Shahzad b Mehran Mumtaz,2024,Rawalpindi Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Saud Shakeel,88,65,5,4,135.38,not out,2024,"National Stadium, Karachi",Quetta Gladiators,Lahore Qalandars
Saud Shakeel,14,9,1,1,155.55,run out (Yasir Khan),2024,"National Stadium, Karachi",Quetta Gladiators,Multan Sultans
Saud Shakeel,0,5,0,0,0.00,c †Azam Khan b Imad Wasim,2024,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
Rilee Rossouw (c),14,7,1,1,200.00,b Mohammad Zeeshan,2024,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi
Rilee Rossouw (c),18,13,3,0,138.46,c Jahandad Khan b Haris Rauf,2024,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
Rilee Rossouw (c),34,38,3,0,89.47,not out,2024,"Gaddafi Stadium, Lahore",Quetta Gladiators,Islamabad United
Rilee Rossouw (c),30,18,1,2,166.66,c Khushdil Shah b Aftab Ibrahim,2024,Multan Cricket Stadium,Quetta Gladiators,Multan Sultans
Rilee Rossouw (c),6,10,1,0,60.00,c Irfan Khan b Zahid Mahmood,2024,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
Rilee Rossouw (c),10,16,0,0,62.50,c Mohammad Nawaz b Zahid Mahmood,2024,Rawalpindi Cricket Stadium,Quetta Gladiators,Karachi Kings
Rilee Rossouw (c),8,11,1,0,72.72,c Mohammad Haris b Saim Ayub,2024,Rawalpindi Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Rilee Rossouw (c),13,11,1,0,118.18,lbw b Jahandad Khan,2024,"National Stadium, Karachi",Quetta Gladiators,Lahore Qalandars
Rilee Rossouw (c),10,9,2,0,111.11,b Willey,2024,"National Stadium, Karachi",Quetta Gladiators,Multan Sultans
Rilee Rossouw (c),5,5,1,0,100.00,c Haider Ali b Imad Wasim,2024,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
Khawaja Nafay,6,3,1,0,200.00,not out,2024,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi
Khawaja Nafay,60,31,4,3,193.54,not out,2024,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
Khawaja Nafay,9,9,1,0,100.00,b Rumman Raees,2024,"Gaddafi Stadium, Lahore",Quetta Gladiators,Islamabad United
Khawaja Nafay,36,31,2,2,116.12,c Usman Khan b Mohammad Ali,2024,Multan Cricket Stadium,Quetta Gladiators,Multan Sultans
Khawaja Nafay,2,6,0,0,33.33,c Irfan Khan b Zahid Mahmood,2024,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
Khawaja Nafay,17,15,1,1,113.33,c Muzarabani b Hasan Ali,2024,Rawalpindi Cricket Stadium,Quetta Gladiators,Karachi Kings
Khawaja Nafay,5,7,0,0,71.42,c Mohammad Haris b Saim Ayub,2024,Rawalpindi Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Khawaja Nafay,26,24,0,1,108.33,lbw b Shaheen Shah Afridi,2024,"National Stadium, Karachi",Quetta Gladiators,Lahore Qalandars
Khawaja Nafay,16,14,1,1,114.28,lbw b Mohammad Ali,2024,"National Stadium, Karachi",Quetta Gladiators,Multan Sultans
Khawaja Nafay,5,10,1,0,50.00,c sub (Qasim Akram) b Imad Wasim,2024,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
Sarfaraz Ahmed †,0,1,0,0,0.00,not out,2024,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi
Sarfaraz Ahmed †,11,8,1,0,137.50,c Shaheen Shah Afridi b Salman Fayyaz,2024,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
Sarfaraz Ahmed †,1,6,0,0,16.66,lbw b Shadab Khan,2024,"Gaddafi Stadium, Lahore",Quetta Gladiators,Islamabad United
Sarfaraz Ahmed †,3,6,0,0,50.00,c †Seifert b Hasan Ali,2024,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
Sarfaraz Ahmed †,7,8,1,0,87.50,run out (Irfan Khan/sub [Anwar Ali]/Muzarabani),2024,Rawalpindi Cricket Stadium,Quetta Gladiators,Karachi Kings
Dan Mousley,11,12,0,1,91.66,c Hosein b Mohammad Wasim,2024,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators
Aamer Jamal,7,4,1,0,175.00,not out,2024,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators
Aamer Jamal,1,4,0,0,25.00,c Shan Masood b Mir Hamza,2024,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Karachi Kings
Aamer Jamal,13,5,0,2,260.00,not out,2023,Rawalpindi Cricket Stadium,Peshawar Zalmi,Karachi Kings
Aamer Jamal,5,3,1,0,166.66,c Wiese b Zaman Khan,2023,Rawalpindi Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Aamer Jamal,87,49,8,6,177.55,b Shadab Khan,2024,Rawalpindi Cricket Stadium,Peshawar Zalmi,Islamabad United
Aamer Jamal,9,11,1,0,81.81,b Hasan Ali,2023,Rawalpindi Cricket Stadium,Peshawar Zalmi,Islamabad United
Aamer Jamal,12,5,1,1,240.00,not out,2024,Rawalpindi Cricket Stadium,Peshawar Zalmi,Multan Sultans
Aamer Jamal,1,3,0,0,33.33,run out (Munro/†Azam Khan),2023,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Islamabad United
Aamer Jamal,1,3,0,0,33.33,b Zaman Khan,2023,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Lahore Qalandars
Aamer Jamal,5,4,1,0,125.00,c †Evans b Hosein,2024,Rawalpindi Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Aamer Jamal,8,7,1,0,114.28,not out,2024,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings
Aamer Jamal,1,3,0,0,33.33,b Abbas Afridi,2024,"National Stadium, Karachi",Peshawar Zalmi,Multan Sultans
Aamer Jamal,17,9,1,1,188.88,not out,2024,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United
Reeza Hendricks,79,54,7,3,146.29,not out,2024,Multan Cricket Stadium,Multan Sultans,Karachi Kings
Reeza Hendricks,58,46,6,1,126.08,c Faheem Ashraf b Mills,2024,Multan Cricket Stadium,Multan Sultans,Islamabad United
Reeza Hendricks,9,7,2,0,128.57,c Fakhar Zaman b Shaheen Shah Afridi,2024,Multan Cricket Stadium,Multan Sultans,Lahore Qalandars
Reeza Hendricks,28,27,2,0,103.70,b Salman Irshad,2024,Multan Cricket Stadium,Multan Sultans,Peshawar Zalmi
Reeza Hendricks,72,47,7,4,153.19,c Mohammad Wasim b Mohammad Amir,2024,Multan Cricket Stadium,Multan Sultans,Quetta Gladiators
Reeza Hendricks,40,27,6,1,148.14,c †Sahibzada Farhan b Sikandar Raza,2024,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
Reeza Hendricks,13,8,3,0,162.50,c Mir Hamza b Muzarabani,2024,"National Stadium, Karachi",Multan Sultans,Karachi Kings
Reeza Hendricks,5,10,1,0,50.00,c & b Mehran Mumtaz,2024,Rawalpindi Cricket Stadium,Multan Sultans,Peshawar Zalmi
Saad Baig †,0,1,0,0,0.00,b Willey,2024,Multan Cricket Stadium,Karachi Kings,Multan Sultans
Daniel Sams,0,4,0,0,0.00,b Mohammad Ali,2024,Multan Cricket Stadium,Karachi Kings,Multan Sultans
Daniel Sams,7,6,1,0,116.66,b Zaman Khan,2024,"Gaddafi Stadium, Lahore",Karachi Kings,Lahore Qalandars
Tabraiz Shamsi,0,1,0,0,0.00,not out,2024,Multan Cricket Stadium,Karachi Kings,Multan Sultans
Tabraiz Shamsi,0,1,0,0,0.00,b Aamer Jamal,2023,Rawalpindi Cricket Stadium,Karachi Kings,Peshawar Zalmi
Aimal Khan,0,2,0,0,0.00,not out,2023,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
Jahandad Khan,45,17,3,4,264.70,not out,2024,"Gaddafi Stadium, Lahore",Lahore Qalandars,Quetta Gladiators
Jahandad Khan,16,9,0,1,177.77,run out (†Mohammad Rizwan/Willey),2024,Multan Cricket Stadium,Lahore Qalandars,Multan Sultans
Jahandad Khan,12,9,0,1,133.33,c Pollard b Mir Hamza,2024,"Gaddafi Stadium, Lahore",Lahore Qalandars,Karachi Kings
Jahandad Khan,13,9,3,0,144.44,c Babar Azam b Walter,2024,"Gaddafi Stadium, Lahore",Lahore Qalandars,Peshawar Zalmi
Jahandad Khan,0,1,0,0,0.00,b Usama Mir,2024,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Jahandad Khan,2,2,0,0,100.00,not out,2024,Rawalpindi Cricket Stadium,Lahore Qalandars,Islamabad United
Salman Fayyaz,2,2,0,0,100.00,not out,2024,"Gaddafi Stadium, Lahore",Lahore Qalandars,Quetta Gladiators
Salman Fayyaz,8,4,0,1,200.00,c Mohammad Rizwan b Usama Mir,2024,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Tayyab Tahir,65,46,8,1,141.30,lbw b Ihsanullah,2023,"National Stadium, Karachi",Karachi Kings,Multan Sultans
Tayyab Tahir,6,6,1,0,100.00,c Haseebullah Khan b Azmatullah Omarzai,2023,Rawalpindi Cricket Stadium,Karachi Kings,Peshawar Zalmi
Tayyab Tahir,19,8,1,2,237.50,c Hasan Ali b Curran,2023,Rawalpindi Cricket Stadium,Karachi Kings,Islamabad United
Tayyab Tahir,35,22,4,1,159.09,not out,2024,Multan Cricket Stadium,Multan Sultans,Quetta Gladiators
Tayyab Tahir,7,12,1,0,58.33,c Naveen-ul-Haq b Aimal Khan,2023,Rawalpindi Cricket Stadium,Karachi Kings,Quetta Gladiators
Tayyab Tahir,21,14,3,0,150.00,c Jahandad Khan b Brathwaite,2024,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
Tayyab Tahir,26,18,4,0,144.44,c Saim Ayub b Aamer Jamal,2024,Rawalpindi Cricket Stadium,Multan Sultans,Peshawar Zalmi
Tayyab Tahir,40,23,4,1,173.91,c Dilbar Hussain b Hussain Talat,2023,"Gaddafi Stadium, Lahore",Karachi Kings,Lahore Qalandars
Tayyab Tahir,3,2,0,0,150.00,not out,2024,"National Stadium, Karachi",Multan Sultans,Quetta Gladiators
Ihsanullah,0,3,0,0,0.00,not out,2023,"National Stadium, Karachi",Multan Sultans,Karachi Kings
Jordan Cox,41,28,2,2,146.42,lbw b Usama Mir,2024,Multan Cricket Stadium,Islamabad United,Multan Sultans
Jordan Cox,19,21,1,0,90.47,c Saud Shakeel b Mohammad Wasim,2024,"Gaddafi Stadium, Lahore",Islamabad United,Quetta Gladiators
Jordan Cox,13,10,1,0,130.00,b Wood,2024,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
Jordan Cox,26,20,2,1,130.00,not out,2024,Rawalpindi Cricket Stadium,Islamabad United,Peshawar Zalmi
Jordan Cox,7,7,1,0,100.00,c & b Jahandad Khan,2024,Rawalpindi Cricket Stadium,Islamabad United,Lahore Qalandars
Ubaid Shah,0,2,0,0,0.00,b Mohammad Ali,2024,Multan Cricket Stadium,Islamabad United,Multan Sultans
Saad Masood,16,8,3,0,200.00,b Shaheen Shah Afridi,2023,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Lahore Qalandars
Luke Wood,8,6,0,1,133.33,c Irfan Khan b Hasan Ali,2024,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Karachi Kings
Luke Wood,17,12,1,1,141.66,not out,2024,Multan Cricket Stadium,Peshawar Zalmi,Multan Sultans
Luke Wood,2,3,0,0,66.66,c †Azam Khan b Rumman Raees,2024,Rawalpindi Cricket Stadium,Peshawar Zalmi,Islamabad United
Luke Wood,0,1,0,0,0.00,c Rossouw b Hosein,2024,Rawalpindi Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Luke Wood,0,1,0,0,0.00,not out,2024,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings
Luke Wood,14,7,1,1,200.00,not out,2024,"National Stadium, Karachi",Peshawar Zalmi,Multan Sultans
Mohammad Zeeshan,0,1,0,0,0.00,c Shan Masood b Sams,2024,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Karachi Kings
Mohammad Zeeshan,0,1,0,0,0.00,b Shadab Khan,2024,Rawalpindi Cricket Stadium,Peshawar Zalmi,Islamabad United
